OBJECTID,UNIQUE_ID,Pentad NAME,PENTAD,VEG NAME CENTROID,Veg Extent,Veg_WEIGHT,MAX_OF_PROPORTION,ACCESSIBLE,PREFERRED Pentad,SG_APPLICATION,BIOREGION,Rain_season,Elev_range,Elev,MAP_CTN,PEMO,Chill,MinT_07,MAP,Frost,MeanT_02,APAN,MeanT_07,GDD0,GDD5,MTCO,MTWA,AETPET,WET,DRY,tri_mean,tri_sd,tri_med
1885,4543,Eastern Cape_3255_2425,3255_2425,Lower Karoo Gwarrieveld,1569.5939,5761,100,0,0,208 ER,Lower Karoo Bioregion,6,243,582.5446,34.2,1894.4399,405.004,4,233.6,12.6,22.96,2380.5959,11,6309.4,4484.4,11,22.9,0.24,0,-90.8,85.51274201,73.30734739,58.6003413
1886,4544,Eastern Cape_3255_2430,3255_2430,Sundays Thicket,5235.6498,5152,88,1,0,208 ER,Albany Thicket,6,143,514.3217,34.52,1898.04,357.432,4,226.16,10,23,2385.2441,11.56,6684.1,4858.9,11.8,24,0.22,0,-99.1,54.10118993,21.93142642,49.01530347
1887,4545,Eastern Cape_3255_2435,3255_2435,Sundays Noorsveld,1271.1406,4890,95,1,0,208 ER,Albany Thicket,6,156,460.5595,34.96,1897.04,317.172,4.12,227.2,7.52,23.12,2384.116,12,6684.1,4858.9,11.8,24,0.22,0,-99.1,70.26436233,44.25600768,57.20139858
1888,4546,Eastern Cape_3255_2440,3255_2440,Sundays Noorsveld,1271.1406,4202,95,1,0,208 ER,Albany Thicket,6,407,442.4066,34.44,1892.4399,282.928,4.84,239.48,5.84,23.44,2377.6201,12,6684.1,4858.9,11.8,24,0.22,0,-99.1,128.887192,137.529724,71.40728254
1889,4547,Eastern Cape_3255_2445,3255_2445,Southern Karoo Riviere,5299.1347,4708,95,1,1,221 ER,Inland Saline Vegetation,6,440,440.4848,34,1882.6801,249.252,4.96,245.56,4.52,23.6,2365.8401,12,6480,4655,11.4,23.3,0.251,0,-85.7,184.6001877,169.7837581,94.66784037
1890,4548,Eastern Cape_3255_2450,3255_2450,Sundays Thicket,5235.6498,5173,95,1,0,221 ER,Albany Thicket,6,504,452.1081,33.64,1867.5601,253.444,5,258.64,3.96,23.56,2347.1521,12.16,6480,4655,11.4,23.3,0.251,0,-85.7,248.764572,206.0235709,203.6614838
1891,4549,Eastern Cape_3255_2455,3255_2455,Sundays Thicket,5235.6498,4828,95,1,0,221 ER,Albany Thicket,6,569,525.9578,33,1839.8,295.888,4.84,288.44,4.76,23.16,2312.2959,12.08,6480,4655,11.4,23.3,0.251,0,-85.7,299.7795649,200.335185,285.973775
1892,4550,Eastern Cape_3255_2500,3255_2500,Sundays Thicket,5235.6498,4640,88,1,0,221 ER,Albany Thicket,6,516,488.0344,32.24,1828.28,288.516,4.92,313.6,4.56,23.08,2298.0759,12.04,6476.6,4651.6,11.5,23.1,0.274,0,-76.6,259.2015599,178.1120549,235.414528
1893,4551,Eastern Cape_3255_2505,3255_2505,Sundays Thicket,5235.6498,4185,69,1,0,Buffer,Albany Thicket,6,596,526.276,30.88,1801.36,287.656,4.72,332.68,5.28,23,2263.9719,12.12,6476.6,4651.6,11.5,23.1,0.274,0,-76.6,329.559157,176.1802279,314.2133033
1896,4554,Eastern Cape_3255_2520,3255_2520,Bedford Dry Grassland,2050.8676,5763,101,1,0,221 ER,Sub-Escarpment Grassland Bioregion,5.24,405,767.7337,28.76,1644.52,502.548,3.64,356.8,12.76,21.4,2067.4919,10.76,6072.2,4247.3,11.1,21.5,0.394,0.9,-32.4,193.0882067,108.4721923,161.0062111
1897,4555,Eastern Cape_3255_2525,3255_2525,Great Fish Thicket,6763.3653,5294,101,1,0,221 ER,Albany Thicket,5.56,230,709.9058,27.96,1642.2,457.4,3.84,336.44,12.16,21.64,2064.988,11,6072.2,4247.3,11.1,21.5,0.394,0.9,-32.4,140.671882,75.36145051,127.0275561
1898,4556,Eastern Cape_3255_2530,3255_2530,Great Fish Thicket,6763.3653,4972,101,1,0,221 ER,Albany Thicket,6,252,705.1855,26.48,1631.88,439.752,4,370.32,11,21.76,2051.644,11.04,6248.2,4423.2,11.9,21.8,0.418,1.4,-25.7,143.7833099,73.7561235,128.4211821
1899,4557,Eastern Cape_3255_2535,3255_2535,Great Fish Thicket,6763.3653,4973,69,1,0,221 ER,Albany Thicket,6,236,643.179,25.84,1624.12,415.508,4.04,364.72,8.68,21.76,2042.9041,11.28,6248.2,4423.2,11.9,21.8,0.418,1.4,-25.7,172.9944515,81.58942512,156.0961242
1900,4558,Eastern Cape_3255_2540,3255_2540,Great Fish Thicket,6763.3653,4974,69,1,0,221 ER,Albany Thicket,6,378,671.3239,26.68,1609.16,408.952,4.4,386,7.76,21.72,2024.132,11.48,6248.2,4423.2,11.9,21.8,0.418,1.4,-25.7,213.4638655,117.6232494,183.0819489
1901,4559,Eastern Cape_3255_2545,3255_2545,Great Fish Thicket,6763.3653,5198,95,1,0,221 ER,Albany Thicket,6,328,605.2883,28.12,1602.76,388.384,4.44,352.56,6.76,21.76,2015.912,11.64,6291.6,4466.6,12,21.9,0.418,0.3,-25.2,188.1358584,108.5980052,160.6377911
1902,4560,Eastern Cape_3255_2550,3255_2550,Great Fish Thicket,6763.3653,5156,95,1,0,221 ER,Albany Thicket,6,429,600.9988,28.36,1597.76,360.452,4.84,368.52,5.12,21.8,2009.632,11.84,6291.6,4466.6,12,21.9,0.418,0.3,-25.2,238.1034084,142.1888186,206.0728027
1903,4561,Eastern Cape_3255_2555,3255_2555,Great Fish Thicket,6763.3653,5304,101,1,0,221 ER,Albany Thicket,6,345,712.3129,27.96,1548.48,435.856,4.36,413.64,8.24,21.28,1948.348,11.4,6291.6,4466.6,12,21.9,0.418,0.3,-25.2,193.1634601,90.25133803,167.2154299
1904,4562,Eastern Cape_3255_2600,3255_2600,Great Fish Thicket,6763.3653,5108,101,1,0,Buffer,Albany Thicket,6,338,641.1036,27.6,1514.96,395.664,4.64,394,6.24,21.6,1950.908,11.72,6239.2,4414.2,11.8,21.8,0.437,2,-20.2,207.3316773,90.33013533,198.7209098
1905,4563,Eastern Cape_3255_2605,3255_2605,Great Fish Thicket,6763.3653,5300,101,1,0,Buffer,Albany Thicket,6,298,704.3828,26.4,1440,429.204,4.36,434.36,7.36,21.16,1912.416,11.36,6239.2,4414.2,11.8,21.8,0.437,2,-20.2,203.5905552,88.26159274,186.4215653
1906,4564,Eastern Cape_3255_2610,3255_2610,Bedford Dry Grassland,2050.8676,5575,101,1,0,Buffer,Sub-Escarpment Grassland Bioregion,6,260,696.2853,25.68,1428.28,423.368,4.48,454.6,7.04,21.2,1897.804,11.4,6239.2,4414.2,11.8,21.8,0.437,2,-20.2,155.2945146,88.46573841,125.1758763
1907,4565,Eastern Cape_3255_2615,3255_2615,Bedford Dry Grassland,2050.8676,5971,101,1,0,221 ER,Sub-Escarpment Grassland Bioregion,6,275,659.8906,25.68,1417.2,418.872,4.36,465,6.8,21.04,1883.236,11.48,6377.2,4552.2,12.2,22.2,0.445,3.5,-18.9,150.7045593,80.58266842,122.1679172
1908,4566,Eastern Cape_3255_2620,3255_2620,Great Fish Thicket,6763.3653,5099,101,1,0,221 ER,Albany Thicket,6,315,565.3552,25.96,1428.72,351.176,4.96,453.92,4.08,21.64,1899.2,12,6377.2,4552.2,12.2,22.2,0.445,3.5,-18.9,183.8845069,78.26623001,165.7920384
1909,4567,Eastern Cape_3255_2625,3255_2625,Great Fish Thicket,6763.3653,4982,69,1,0,221 ER,Albany Thicket,6,282,461.7271,26.48,1447.8,242.584,5.76,440.04,3,22.08,1924.356,12.72,6377.2,4552.2,12.2,22.2,0.445,3.5,-18.9,233.3752759,105.2824355,205.3022163
1910,4568,Eastern Cape_3255_2630,3255_2630,Great Fish Thicket,6763.3653,5025,101,1,0,221 ER,Albany Thicket,6,333,439.5873,27,1442.24,202.128,5.96,449.28,3,22.4,1917.564,12.92,6573.3,4748.3,12.8,22.8,0.456,5.8,-17.6,290.1219406,130.0494961,257.7071982
1911,4569,Eastern Cape_3255_2635,3255_2635,Great Fish Thicket,6763.3653,5462,101,1,0,221 ER,Albany Thicket,6,401,506.8151,27.08,1403.76,261.104,5.72,489.96,3,21.88,1867.152,12.64,6573.3,4748.3,12.8,22.8,0.456,5.8,-17.6,253.0262598,149.1127004,201.8700068
1956,4688,Western Cape_3250_1940,3250_1940,Swartruggens Quartzite Karoo,559.371,3105,79,0,0,Buffer,Rainshadow Valley Karoo Bioregion,2,688,765.5751,50.12,1498.36,985.612,2.72,245,21.88,22.16,2395.72,9.44,5178.9,3353.9,7.7,20.9,0.215,45.4,-91.8,282.1313475,179.2542793,256.3561965
1957,4689,Western Cape_3250_1945,3250_1945,Tanqua Wash Riviere,2130.0794,4830,79,0,0,208 ER,Inland Saline Vegetation,2,71,516.1694,48.72,1579.36,709.648,3,131.36,19.56,23.6,2524.4961,10,6463.1,4638.1,10.2,24.8,0.11,0,-120.5,28.19438421,19.11983497,21.14237451
1958,4690,Western Cape_3250_1950,3250_1950,Tanqua Karoo,6988.3135,4790,79,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,77,538.7266,47.52,1586.72,731,3,138.56,21.32,23.84,2536.116,10,6463.1,4638.1,10.2,24.8,0.11,0,-120.5,24.44345676,9.113018377,22.64950331
1959,4691,Western Cape_3250_1955,3250_1955,Tanqua Wash Riviere,2130.0794,5515,79,1,0,208 ER,Inland Saline Vegetation,2,216,590.0303,46.52,1593.96,753.04,2.88,140.84,23.24,23.6,2546.4399,10,6463.1,4638.1,10.2,24.8,0.11,0,-120.5,63.19555623,85.97084673,28.63564213
1960,4692,Western Cape_3250_2000,3250_2000,Tanqua Wash Riviere,2130.0794,5074,79,1,0,208 ER,Inland Saline Vegetation,2,533,705.4968,45.72,1581.6801,914.16,2.24,228.96,26.92,23,2505.3601,9.44,5981.3,4156.3,9,23.3,0.105,0,-125,183.3797126,142.3630324,138.4593803
1961,4693,Western Cape_3250_2005,3250_2005,Koedoesberge-Moordenaars Karoo,4714.5009,5444,79,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,479,806.7885,45,1632.28,1021.192,1.96,237.6,31.28,22.68,2492.9761,8.96,5981.3,4156.3,9,23.3,0.105,0,-125,231.2403412,181.9187842,155.1031915
1962,4694,Western Cape_3250_2010,3250_2010,Koedoesberge-Moordenaars Karoo,4714.5009,5667,100,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,500,879.8644,44.48,1638,1093.5601,1.92,227.36,34.16,22.56,2487.7561,8.88,5981.3,4156.3,9,23.3,0.105,0,-125,204.2755487,131.7383783,157.5341201
1963,4695,Northern Cape_3250_2015,3250_2015,Koedoesberge-Moordenaars Karoo,4714.5009,6141,100,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,495,1063.1183,43.96,1603.6801,1335.4399,1.32,276.44,40.92,21.72,2435.8479,8.24,5485.1,3660.1,7.8,21.6,0.127,0,-114.5,299.2674902,110.6035536,287.1480454
1964,4696,Northern Cape_3250_2020,3250_2020,Central Mountain Shale Renosterveld,1236.5128,6456,100,0,0,208 ER,Karoo Renosterveld Bioregion,2,494,1096.7697,43.56,1604.5601,1350.272,1.28,281.36,42.56,21.68,2437.4121,8.24,5485.1,3660.1,7.8,21.6,0.127,0,-114.5,320.7777621,116.9501458,319.8874802
1965,4697,Northern Cape_3250_2025,3250_2025,Koedoesberge-Moordenaars Karoo,4714.5009,5847,100,0,0,208 ER,Rainshadow Valley Karoo Bioregion,2,484,1006.1539,43.76,1613.4399,1269.364,1.52,235.2,38.76,21.96,2450.936,8.44,5485.1,3660.1,7.8,21.6,0.127,0,-114.5,253.7112139,127.6774874,240.5618424
1966,4698,Northern Cape_3250_2030,3250_2030,Central Mountain Shale Renosterveld,1236.5128,6348,100,1,0,208 ER,Karoo Renosterveld Bioregion,2,461,1089.3905,42.72,1600.84,1325.5079,1.32,284.12,43.6,21.64,2432.1641,8.24,5225.4,3400.5,7.1,20.7,0.146,0,-108.2,276.4527317,141.4910755,263.6133532
1967,4699,Northern Cape_3250_2035,3250_2035,Central Mountain Shale Renosterveld,1236.5128,6349,100,1,0,208 ER,Karoo Renosterveld Bioregion,2,347,1099.8141,37.96,1597.3199,1326.116,1.32,268.08,43.76,21.68,2426.948,8.12,5225.4,3400.5,7.1,20.7,0.146,0,-108.2,201.3843421,113.1245129,170.8142243
1968,4700,Northern Cape_3250_2040,3250_2040,Koedoesberge-Moordenaars Karoo,4714.5009,6013,100,1,0,208 ER,Rainshadow Valley Karoo Bioregion,2,304,1054.516,33.64,1606.48,1245.172,1.6,257.16,41.08,22,2440.6199,8.28,5225.4,3400.5,7.1,20.7,0.146,0,-108.2,191.2332719,88.21767867,177.1087236
1969,4701,Northern Cape_3250_2045,3250_2045,Koedoesberge-Moordenaars Karoo,4714.5009,5780,100,1,0,208 ER,Rainshadow Valley Karoo Bioregion,2,378,1042.496,30.28,1601.12,1247.6121,1.52,255.4,39.72,21.88,2432.2561,8.36,5420.2,3595.2,7.3,21.3,0.134,0,-117.9,227.6125212,98.34057772,214.9627875
1970,4702,Western Cape_3250_2050,3250_2050,Koedoesberge-Moordenaars Karoo,4714.5009,5659,79,1,0,208 ER,Rainshadow Valley Karoo Bioregion,2.8,314,1034.4985,27.36,1601.84,1136.016,1.68,265.16,40.4,21.88,2433.2881,8.44,5420.2,3595.2,7.3,21.3,0.134,0,-117.9,188.9050587,88.43602128,171.5138443
1971,4703,Western Cape_3250_2055,3250_2055,Koedoesberge-Moordenaars Karoo,4714.5009,6153,100,1,0,208 ER,Rainshadow Valley Karoo Bioregion,6,292,952.0089,25.44,1618.8,882.02,1.96,226.8,36.48,22,2459.8401,8.92,5420.2,3595.2,7.3,21.3,0.134,0,-117.9,194.4955675,99.97543138,168.3166655
1972,4704,Western Cape_3250_2100,3250_2100,Gamka Karoo,20324.9068,7220,100,1,0,208 ER,Lower Karoo Bioregion,6,409,1029.5269,25,1602.3199,967.68,1.6,235.68,39.4,21.72,2434.012,8.48,5241.4,3416.4,6.9,20.7,0.155,0,-110.5,239.2167687,149.9082597,193.5342331
1973,4705,Western Cape_3250_2105,3250_2105,Gamka Karoo,20324.9068,7220,100,0,0,208 ER,Lower Karoo Bioregion,6,419,1087.2886,25.6,1592.96,1021.208,1.16,200.28,45.64,21.4,2420.1121,8.12,5241.4,3416.4,6.9,20.7,0.155,0,-110.5,201.139101,107.7685692,181.0317645
1974,4706,Western Cape_3250_2110,3250_2110,Gamka Karoo,20324.9068,7220,100,0,0,208 ER,Lower Karoo Bioregion,6,568,1021.9103,26.72,1612.64,904.968,1.72,218.32,33.48,21.8,2450.1121,8.76,5241.4,3416.4,6.9,20.7,0.155,0,-110.5,336.362109,188.2309969,302.2515456
1975,4707,Western Cape_3250_2115,3250_2115,Gamka Karoo,20324.9068,7220,100,0,0,208 ER,Lower Karoo Bioregion,6,279,791.431,28.28,1649.52,680.792,2.68,181.64,26.92,22.88,2506.2241,9.84,6002.7,4177.7,8.5,22.8,0.112,0,-134.6,154.9319447,71.29812173,142.6744546
1976,4708,Western Cape_3250_2120,3250_2120,Gamka Karoo,20324.9068,7221,100,1,0,208 ER,Lower Karoo Bioregion,6,218,684.587,29.68,1662.72,561.54,3,186.68,21.48,23,2526.3401,10.04,6002.7,4177.7,8.5,22.8,0.112,0,-134.6,140.4410835,64.96986121,126.3843345
1977,4709,Western Cape_3250_2125,3250_2125,Gamka Karoo,20324.9068,7170,100,0,0,208 ER,Lower Karoo Bioregion,6,189,600.3436,32.32,1679.64,487.896,3.24,171.28,17.2,23.32,2551.696,10.92,6002.7,4177.7,8.5,22.8,0.112,0,-134.6,146.5030941,66.89745097,133.9738781
1978,4710,Western Cape_3250_2130,3250_2130,Gamka Karoo,20324.9068,7221,100,0,0,208 ER,Lower Karoo Bioregion,6,213,635.5438,35.68,1683.4399,520.632,3,107,19.2,23,2557.0879,10.56,5961.8,4136.8,8.7,22.4,0.122,0,-131.6,106.3354771,52.25138567,96.69539803
1979,4711,Western Cape_3250_2135,3250_2135,Gamka Karoo,20324.9068,7221,100,1,0,208 ER,Lower Karoo Bioregion,6,162,673.05,39.32,1673.9,541.785,3,106.2,20.5,23,2542.7551,10.2,5961.8,4136.8,8.7,22.4,0.122,0,-131.6,59.3156337,36.18460363,48.50773134
1980,4712,Western Cape_3250_2140,3250_2140,Gamka Karoo,20324.9068,7221,100,0,0,208 ER,Lower Karoo Bioregion,6,100,701.5991,42.12,1665.6,581.66,3,135.04,20.76,23,2531.0039,10,5961.8,4136.8,8.7,22.4,0.122,0,-131.6,52.63900878,28.04757692,43.68638194
1981,4713,Western Cape_3250_2145,3250_2145,Gamka Karoo,20324.9068,7221,100,1,0,208 ER,Lower Karoo Bioregion,6,130,667.471,43.08,1666.96,560.268,3.08,128.96,19.48,23,2534.0161,10.4,6093.3,4268.3,9.4,22.7,0.123,0,-131.4,55.40630145,26.04817479,48.95405983
1982,4714,Western Cape_3250_2150,3250_2150,Gamka Karoo,20324.9068,7221,100,1,0,208 ER,Lower Karoo Bioregion,6,106,604.3091,42.92,1678.12,501.296,4,103.56,16.04,23,2549.9319,11,6093.3,4268.3,9.4,22.7,0.123,0,-131.4,62.6172522,28.96017603,54.91812087
1983,4715,Western Cape_3250_2155,3250_2155,Gamka Karoo,20324.9068,7161,100,1,0,208 ER,Lower Karoo Bioregion,6,107,545.9943,41.2,1683.4,453.112,4,104.04,12.64,23,2558.604,11,6093.3,4268.3,9.4,22.7,0.123,0,-131.4,44.93910711,22.74857186,38.74274126
1984,4716,Western Cape_3250_2200,3250_2200,Gamka Karoo,20324.9068,7222,100,1,0,208 ER,Lower Karoo Bioregion,6,102,572.197,38.84,1673.5601,457.568,4,133.52,13.16,23,2544.0359,11,6117,4292,10,22.7,0.144,0,-122.5,41.77643836,16.48024928,37.36308338
1985,4717,Western Cape_3250_2205,3250_2205,Gamka Karoo,20324.9068,7222,100,0,0,208 ER,Lower Karoo Bioregion,6,119,632.7563,36.2,1660.88,508.188,3.84,138.08,16.4,23,2523.6599,10.96,6117,4292,10,22.7,0.144,0,-122.5,43.39335743,26.38119962,36.23534186
1986,4718,Western Cape_3250_2210,3250_2210,Gamka Karoo,20324.9068,7223,100,0,0,208 ER,Lower Karoo Bioregion,6,127,699.984,33.52,1643.8,573.14,3,152.6,19.8,23,2498.592,10.24,6117,4292,10,22.7,0.144,0,-122.5,42.57447184,17.70917303,38.40572874
1987,4719,Western Cape_3250_2215,3250_2215,Gamka Karoo,20324.9068,7223,100,0,0,208 ER,Lower Karoo Bioregion,6,242,799.0834,30.8,1623.5601,690.64,3,159.24,24.8,22.2,2468.3879,10,5782.1,3957.1,9.6,21.6,0.209,0,-95.2,82.82927593,42.21256841,71.79136438
1988,4720,Western Cape_3250_2220,3250_2220,Gamka Karoo,20324.9068,7223,100,0,0,208 ER,Lower Karoo Bioregion,5.96,224,901.4687,30.24,1603.72,818.86,2.48,157.68,30.76,21.96,2438.4561,9.24,5782.1,3957.1,9.6,21.6,0.209,0,-95.2,97.14760325,45.07053716,84.45116932
1989,4721,Western Cape_3250_2225,3250_2225,Gamka Karoo,20324.9068,7224,100,0,0,208 ER,Lower Karoo Bioregion,6,186,973.0759,30.36,1591.48,900.572,2,164.24,35.6,21.6,2419.3999,9,5782.1,3957.1,9.6,21.6,0.209,0,-95.2,101.2674103,48.01193691,90.71383577
1990,4722,Western Cape_3250_2230,3250_2230,Gamka Karoo,20324.9068,7224,100,1,0,208 ER,Lower Karoo Bioregion,6,159,1022.7751,30.64,1584.52,959.204,2,159.2,38.88,21.04,2408.572,8.88,5680.2,3855.2,9.6,21.3,0.245,0,-81,66.95938633,39.68922321,53.12249994
1991,4723,Western Cape_3250_2235,3250_2235,Gamka Karoo,20324.9068,7224,100,0,0,208 ER,Lower Karoo Bioregion,6,142,986.2062,30.28,1587.72,923.14,2,163.12,37.6,21.24,2413.0879,8.96,5680.2,3855.2,9.6,21.3,0.245,0,-81,39.77738915,15.16531431,36.79673899
1992,4724,Western Cape_3250_2240,3250_2240,Gamka Karoo,20324.9068,7225,100,0,0,208 ER,Lower Karoo Bioregion,6,109,955.9031,30.56,1592.5601,895.056,2,151.84,36.16,21.52,2420.5481,9,5680.2,3855.2,9.6,21.3,0.245,0,-81,33.11455142,12.72511293,30.33150178
1993,4725,Western Cape_3250_2245,3250_2245,Gamka Karoo,20324.9068,7225,100,0,0,208 ER,Lower Karoo Bioregion,6,102,920.7847,32.2,1596.4,856.164,2,150.08,33.96,21.8,2426.312,9,5914.3,4089.3,10.1,22.1,0.232,0,-88,28.26028503,8.959750109,26.51414717
1994,4726,Western Cape_3250_2250,3250_2250,Gamka Karoo,20324.9068,7208,100,0,0,208 ER,Lower Karoo Bioregion,6,95,884.4948,34.16,1601.4399,813.56,2.16,145.52,31.72,22,2433.7839,9.16,5914.3,4089.3,10.1,22.1,0.232,0,-88,24.09204516,6.791640914,22.86919325
1995,4727,Western Cape_3250_2255,3250_2255,Gamka Karoo,20324.9068,7219,100,0,0,208 ER,Lower Karoo Bioregion,6,80,848.2094,35.36,1606.48,770.684,2.88,142,29.16,22,2441.98,9.88,5914.3,4089.3,10.1,22.1,0.232,0,-88,22.91557285,6.369936443,21.42428529
1996,4728,Western Cape_3250_2300,3250_2300,Gamka Karoo,20324.9068,7189,100,0,0,208 ER,Lower Karoo Bioregion,6,76,811.1315,35.04,1608.8,711.016,3,142.52,26.88,22,2445.52,10,6120.4,4295.4,10.5,22.8,0.213,0,-97.2,22.18036992,5.572225329,21.04756518
1997,4729,Western Cape_3250_2305,3250_2305,Southern Karoo Riviere,5299.1347,7126,100,1,0,208 ER,Inland Saline Vegetation,6,55,776.644,34.72,1608.28,665.224,3,155.16,24.32,22,2444.8201,10,6120.4,4295.4,10.5,22.8,0.213,0,-97.2,19.83007263,5.664079041,18.94729532
1998,4730,Eastern Cape_3250_2310,3250_2310,Gamka Karoo,20324.9068,7109,100,1,0,208 ER,Lower Karoo Bioregion,6,55,761.2584,34.92,1615.12,634.304,3,158.16,23.28,22,2455.3921,10,6120.4,4295.4,10.5,22.8,0.213,0,-97.2,19.28980841,6.156939621,18.33030278
1999,4731,Eastern Cape_3250_2315,3250_2315,Gamka Karoo,20324.9068,7174,100,1,0,208 ER,Lower Karoo Bioregion,6,56,759.4005,35.52,1633.76,623.04,2.96,156.88,24.6,22.04,2484.9719,10,6152.9,4327.9,10.4,23,0.211,0,-98.6,20.88936493,6.123217362,20.22374842
2000,4732,Eastern Cape_3250_2320,3250_2320,Gamka Karoo,20324.9068,7224,100,0,0,208 ER,Lower Karoo Bioregion,6,77,771.7649,36.32,1662.28,591.38,2.56,167.24,27.12,22.48,2527.416,10,6152.9,4327.9,10.4,23,0.211,0,-98.6,23.39977391,5.768025973,22.3159136
2001,4733,Eastern Cape_3250_2325,3250_2325,Gamka Karoo,20324.9068,7230,100,0,0,208 ER,Lower Karoo Bioregion,6,72,770.7383,35.28,1668.52,579.908,2,155.28,29.48,22.48,2537.2439,10,6152.9,4327.9,10.4,23,0.211,0,-98.6,23.61313294,5.907638175,22.737634
2002,4734,Eastern Cape_3250_2330,3250_2330,Southern Karoo Riviere,5299.1347,7094,100,0,0,208 ER,Inland Saline Vegetation,6,40,748.9126,34.48,1658.4,562.504,2.2,159.2,27.8,22.92,2520.4761,10,6141.8,4316.8,10.2,22.9,0.212,0,-99.2,19.62309507,7.045726079,18.46618531
2003,4735,Eastern Cape_3250_2335,3250_2335,Southern Karoo Riviere,5299.1347,7147,100,1,0,208 ER,Inland Saline Vegetation,6,165,789.1154,34.04,1847.52,604.564,2.08,177,27.88,22.04,2476.4519,10,6141.8,4316.8,10.2,22.9,0.212,0,-99.2,29.48046429,14.2529558,24.61706725
2004,4736,Eastern Cape_3250_2340,3250_2340,Eastern Lower Karoo,8321.0626,7037,100,1,0,208 ER,Lower Karoo Bioregion,6,243,858.0508,33.84,1940.52,675.088,1.96,201.36,32.08,21.92,2437.0281,9.64,6141.8,4316.8,10.2,22.9,0.212,0,-99.2,50.13244274,44.10964224,39.8246155
2005,4737,Eastern Cape_3250_2345,3250_2345,Eastern Lower Karoo,8321.0626,6887,100,1,0,208 ER,Lower Karoo Bioregion,6,241,851.0634,33.8,1928.36,677.08,2,207.36,31.56,21.84,2421.6599,9.56,6082.9,4257.9,10.2,22.6,0.23,0,-93,62.49707437,65.22570251,43.45112196
2006,4738,Eastern Cape_3250_2350,3250_2350,Eastern Lower Karoo,8321.0626,7045,100,1,0,208 ER,Lower Karoo Bioregion,6,122,791.5313,33.8,1938.52,596.608,2.08,213.52,28.4,22,2435.564,10,6082.9,4257.9,10.2,22.6,0.23,0,-93,40.50015402,19.32895359,36.6469644
2007,4739,Eastern Cape_3250_2355,3250_2355,Eastern Lower Karoo,8321.0626,7194,100,1,0,208 ER,Lower Karoo Bioregion,6,115,784.888,33.88,1928.84,585.896,2.12,229.24,27.08,22,2423.4519,10,6082.9,4257.9,10.2,22.6,0.23,0,-93,41.15035131,16.24046588,37.89459064
2008,4740,Eastern Cape_3250_2400,3250_2400,Lower Karoo Gwarrieveld,1569.5939,6129,100,1,0,208 ER,Lower Karoo Bioregion,6,164,800.2814,34.16,1915.6801,596.328,2.04,218.48,27.32,22,2406.488,10,6153.1,4328.1,10.5,22.6,0.24,0,-89.9,49.94865475,21.90736031,46.10856753
2009,4741,Eastern Cape_3250_2405,3250_2405,Lower Karoo Gwarrieveld,1569.5939,6423,100,0,0,208 ER,Lower Karoo Bioregion,6,259,786.8677,34.56,1906.6,587.372,2.36,226.8,25.8,22,2395.656,10,6153.1,4328.1,10.5,22.6,0.24,0,-89.9,60.67523919,35.43144653,50.94114251
2010,4742,Eastern Cape_3250_2410,3250_2410,Eastern Lower Karoo,8321.0626,6978,100,1,0,208 ER,Lower Karoo Bioregion,6,158,746.1412,34.6,1908.92,548.468,2.88,220.68,22.56,22,2398.748,10,6153.1,4328.1,10.5,22.6,0.24,0,-89.9,53.308333,22.63086852,47.92702787
2011,4743,Eastern Cape_3250_2415,3250_2415,Lower Karoo Gwarrieveld,1569.5939,6906,100,1,0,208 ER,Lower Karoo Bioregion,6,189,737.2399,34.68,1902.96,531.968,3,219.88,21.16,22.24,2390.7119,10.24,6309.4,4484.4,11,22.9,0.24,0,-90.8,67.902656,35.21297907,59.91660872
2012,4744,Eastern Cape_3250_2420,3250_2420,Lower Karoo Gwarrieveld,1569.5939,6577,100,1,0,208 ER,Lower Karoo Bioregion,6,312,741.1757,35.04,1888.24,529.328,3,274.12,19.72,22.4,2373.0559,10.4,6309.4,4484.4,11,22.9,0.24,0,-90.8,109.4151204,68.05814275,89.17398724
2013,4745,Eastern Cape_3250_2425,3250_2425,Lower Karoo Gwarrieveld,1569.5939,5892,100,1,0,208 ER,Lower Karoo Bioregion,6,445,776.2271,35.2,1867.2,563.12,3.08,280.16,18.52,22.12,2346.04,10.36,6309.4,4484.4,11,22.9,0.24,0,-90.8,218.7999319,155.3782139,163.9542619
2014,4746,Eastern Cape_3250_2430,3250_2430,Sundays Thicket,5235.6498,4497,88,1,0,208 ER,Albany Thicket,6,432,632.0888,35.04,1888.48,462.644,3.8,259.08,13,22.44,2373.248,10.92,6684.1,4858.9,11.8,24,0.22,0,-99.1,135.9390831,120.4057926,84.76437911
2015,4747,Eastern Cape_3250_2435,3250_2435,Sundays Thicket,5235.6498,4251,95,1,0,208 ER,Albany Thicket,6,417,545.4311,34.92,1902.76,389.764,4.2,240.72,8.6,22.84,2391.24,11.52,6684.1,4858.9,11.8,24,0.22,0,-99.1,211.4793901,125.93323,175.9971591
