PENTAD,PENTAD ID,POINT SITE FARM,BioGaps Track No,Family,Genus,SPECIES,NO_SPEC,DETERMINED,Country,Prov,Distr,Locality,QDS,LAT1,LONG1,LATDEC1,LONDEC1,LAT2,LONG2,LATDEC2,LONDEC2,ALT,DD1,MM1,YYYY1,DD2,MM2,YYYY2,Collectors,MAIN VEGETATION TYPE,BIOREGION,GENERAL HABITAT,COLLECTION METHOD,WEATHER AT NIGHT,SPECIMEN DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-14 19:41:59 LP,Hormuridae,Hadogenes,Hadogenes trichiurus,2,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","uncommon in rock crevices (sandstone) in daytime, or in rock crevices or under flat rocks on bedrock with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-14 19:41:59 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,12,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","specimens fairly common in shallow burrows or scrapes under stones, both in sandstone and dolerite areas in daytime, several spotted doorkeeping at burrow entrances at base of stones with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-14 23:36:07 RC,Buthidae,Parabuthus,Parabuthus planicauda,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","common in scrapes under sandstones during daytime, uncommon, sitting on ground with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-15 00:00:40 LP,Buthidae,Parabuthus,Parabuthus planicauda,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","common in scrapes under sandstones during daytime, uncommon, sitting on ground with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-15 00:00:40 LP,Buthidae,Uroplectes,Uroplectes triangulifer,3,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","uncommon, under stones during daytime, uncommon, sitting on ground/bushes with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-15 00:00:40 LP,Hormuridae,Hadogenes,Hadogenes trichiurus,4,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","uncommon in rock crevices (sandstone) in daytime, or in rock crevices or under flat rocks on bedrock with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-15 00:00:40 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,7,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","specimens fairly common in shallow burrows or scrapes under stones, both in sandstone and dolerite areas in daytime, several spotted doorkeeping at burrow entrances at base of stones with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050_2500,5371,"Rietfontein, Vetvlakte, Vaalkop",2017-12-13 19:18:37 RC,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,6,"L. Prendini, 2017",South Africa,Northern Cape Province,Colesberg District,Farm Rietfontein 140,3025CC,30°54.804'S,25°00.738'E,-30.90022333,25.000205,,,,,1505 m,13,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,Nama Karoo/grassland transition on rocky dolerite koppies with Rhus bushes on greyish sandy-loam,"day, rock-rolling; night, UV light detection","cold, dark, somewhat windy night","in scrapes under stones during daytime, female doorkeeping at burrow entrance at base of stone with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050_2500,5371,"Rietfontein, Vetvlakte, Vaalkop",2017-12-13 19:50:41 LP,Hormuridae,Hadogenes,Hadogenes trichiurus,2,"L. Prendini, 2017",South Africa,Northern Cape Province,Colesberg District,Farm Rietfontein 140,3025CC,30°54.804'S,25°00.738'E,-30.90022333,25.000205,,,,,1505 m,13,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,Nama Karoo/grassland transition on rocky dolerite koppies with Rhus bushes on greyish sandy-loam,"day, rock-rolling",,in rock crevices during daytime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050_2500,5371,"Rietfontein, Vetvlakte, Vaalkop",2017-12-13 19:50:41 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,5,"L. Prendini, 2017",South Africa,Northern Cape Province,Colesberg District,Farm Rietfontein 140,3025CC,30°54.804'S,25°00.738'E,-30.90022333,25.000205,,,,,1505 m,13,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,Nama Karoo/grassland transition on rocky dolerite koppies with Rhus bushes on greyish sandy-loam,"day, rock-rolling; night, UV light detection","cold, dark, somewhat windy night","in scrapes under stones during daytime, female doorkeeping at burrow entrance at base of stone with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050_2500,5371,"Rietfontein, Vetvlakte, Vaalkop",2017-12-13 19:50:41 LP,Scorpionidae,Opistophthalmus,Opistophthalmus pictus,12,"L. Prendini, 2017",South Africa,Northern Cape Province,Colesberg District,Farm Rietfontein 140,3025CC,30°54.663'S,25°00.665'E,-30.90018417,25.00018472,,,,,1464 m,13,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo/grassland transition on gently sloping plain leading down from rocky granitic hills, small bushes and grass tussocks on hard, yellowish-grey sandy-clay","day, burrow excavation",,"specimens excavated from burrows ca. 20–30 cm deep, in open ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050_2500,5371,"Rietfontein, Vetvlakte, Vaalkop",2017-12-13 21:48:50 LP,Buthidae,Uroplectes,Uroplectes triangulifer,3,"L. Prendini, 2017",South Africa,Northern Cape Province,Colesberg District,Farm Rietfontein 140,3025CC,30°54.804'S,25°00.738'E,-30.90022333,25.000205,,,,,1505 m,13,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,Nama Karoo/grassland transition on rocky dolerite koppies with Rhus bushes on greyish sandy-loam,"night, UV light detection","cold, dark, somewhat windy night",sitting or walking on ground/bushes in rocky areas (summit and slope of koppie),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050_2500,5371,"Rietfontein, Vetvlakte, Vaalkop",2017-12-13 21:48:50 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Colesberg District,Farm Rietfontein 140,3025CC,30°54.804'S,25°00.738'E,-30.90022333,25.000205,,,,,1505 m,13,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,Nama Karoo/grassland transition on rocky dolerite koppies with Rhus bushes on greyish sandy-loam,"day, rock-rolling; night, UV light detection","cold, dark, somewhat windy night","in scrapes under stones during daytime, female doorkeeping at burrow entrance at base of stone with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050_2500,5371,"Rietfontein, Vetvlakte, Vaalkop",2017-12-13 21:49:28 RC,Buthidae,Uroplectes,Uroplectes triangulifer,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Colesberg District,Farm Rietfontein 140,3025CC,30°54.804'S,25°00.738'E,-30.90022333,25.000205,,,,,1505 m,13,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,Nama Karoo/grassland transition on rocky dolerite koppies with Rhus bushes on greyish sandy-loam,"night, UV light detection","cold, dark, somewhat windy night",sitting or walking on ground/bushes in rocky areas (summit and slope of koppie),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
